address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
9210 W Peoria Ave,{'RestaurantsTakeOut': 'True'},QsUA_Fr6_LG8vubD7-21yg,"Food, Ice Cream & Frozen Yogurt",Peoria,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",1,33.581509999999994,-112.25749499999999,Neveria La Tapatia,85345,5,4.0,AZ
5000 S Arizona Mills Cir,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}",ChePLVTEVu8y2v4JQcU2jA,"Ice Cream & Frozen Yogurt, Food, Desserts",Tempe,,1,33.3832288,-111.9643825,Dairy Queen Orange Julius,85282,4,1.0,AZ
"10251 S Eastern Ave, Ste 120","{'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",uhux2R0hE_tTcKLv3zSmew,"Ice Cream & Frozen Yogurt, Food",Henderson,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",0,36.0033972,-115.11047090000001,Golden Spoon Frozen Yogurt,89052,25,4.0,NV
508 E Green St,"{'BikeParking': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}",CPjWjKn4bj3QQFQ1nUlXUg,"Restaurants, Creperies, Desserts, Ice Cream & Frozen Yogurt, Food",Champaign,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",0,40.1103078524,-88.23173224930001,8F Ice Cream & Crepe,61820,18,4.0,IL
"2000 E Rio Salado Pkwy, Ste 1065","{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'Caters': 'True'}",ZUz_qc4z8bTOGUoa644eQQ,"Food, Ice Cream & Frozen Yogurt",Tempe,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-19:30'}",1,33.432796999999994,-111.90476000000001,Mojo Yogurt,85281,118,3.5,AZ
"1013 17 Avenue SW, Ste 121","{'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'""}",_yIvVucQh5W84m3Pk4dndg,"Food, Macarons, Coffee & Tea, Specialty Food, Ice Cream & Frozen Yogurt",Calgary,"{'Monday': '12:0-23:0', 'Tuesday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-23:0'}",1,51.0375529,-114.08503600000002,Made By Marcus,T2T 0A7,131,4.5,AB
413 Spadina Avenue,"{'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Caters': 'False'}",VTD3bSFVOOemJ4ztlvb7TA,"Desserts, Ice Cream & Frozen Yogurt, Coffee & Tea, Food",Toronto,"{'Monday': '13:30-21:30', 'Tuesday': '13:30-21:30', 'Wednesday': '13:30-21:30', 'Thursday': '13:30-21:30', 'Friday': '13:0-22:0', 'Saturday': '13:0-22:0', 'Sunday': '13:30-21:30'}",1,43.6569425075,-79.39936112609999,Snow Lava,M5T 2G6,24,3.5,ON
"15409 Greenway Rd, Ste 105","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}",f3i1zdr1blRwm4IghJHO_A,"Food, Ice Cream & Frozen Yogurt",Surprise,,0,33.6240665,-112.39231480000001,Cruisin 4 Yogurt,85374,16,4.0,AZ
444 W Ray Rd,"{'WiFi': ""u'no'"", 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'DriveThru': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True'}",sr-fiRBfkx6wMGvSueg6uQ,"Ice Cream & Frozen Yogurt, Restaurants, Fast Food, Burgers, Food",Chandler,"{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-1:0', 'Saturday': '6:0-1:0', 'Sunday': '6:0-0:0'}",1,33.321158000000004,-111.8471449,Sonic Drive-In,85225,24,3.0,AZ
810 Center Rd,{'GoodForKids': 'True'},7YU-IZByVn9MZWGn9lAoiA,"Golf, Active Life, Ice Cream & Frozen Yogurt, Food, Fitness & Instruction, Golf Lessons",Avon,"{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-23:0'}",1,41.4782297,-82.01935999999999,Golf Zone,44011,3,5.0,OH
3128 Union Rd,"{'Caters': 'False', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'""}",I3fwKsQfZA_zMjewRr9lrw,"Ice Cream & Frozen Yogurt, Food",Gastonia,,1,35.2121171,-81.1650011,Dairy Queen,28056,9,1.5,NC
400 Danforth Avenue,"{'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Caters': 'False', 'RestaurantsDelivery': 'False'}",eaIVcOTMOeb8U2inN3UTzg,"Creperies, Desserts, Food, Cafes, Restaurants, Ice Cream & Frozen Yogurt",Toronto,"{'Monday': '14:0-23:0', 'Tuesday': '14:0-23:0', 'Wednesday': '14:0-23:0', 'Thursday': '14:0-23:0', 'Friday': '14:0-0:0', 'Saturday': '14:0-0:0', 'Sunday': '14:0-23:0'}",1,43.67775,-79.3516412,Caffe Demetre,M4K 1P3,85,3.5,ON
10410 S Decatur Blvd,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'WiFi': ""'no'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DriveThru': 'True', 'OutdoorSeating': 'False'}",9virZ-ORrLHsv0p8EORxeg,"Restaurants, Ice Cream & Frozen Yogurt, Sandwiches, Desserts, Fast Food, Burgers, Food",Las Vegas,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}",1,36.0002461,-115.2072106,Dairy Queen,89141,39,2.0,NV
995 W Ray Rd,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False'}",78xC8U-k76lh5dvlHq6TWQ,"Food, Grocery, Beer, Wine & Spirits, Ice Cream & Frozen Yogurt",Chandler,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",1,33.320864132800004,-111.85943853110001,GND Water & Ice,85225,3,3.0,AZ
"514 S Mill Ave, Ste 102","{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}",Es9EveyTloWGdgV0XFzDNQ,"Ice Cream & Frozen Yogurt, Food, Desserts",Tempe,"{'Monday': '12:0-1:0', 'Tuesday': '12:0-1:0', 'Wednesday': '12:0-1:0', 'Thursday': '12:0-1:0', 'Friday': '12:0-2:30', 'Saturday': '12:0-2:30', 'Sunday': '13:0-1:0'}",0,33.424880261300004,-111.94019883870001,Cookiez On Mill,85281,70,4.0,AZ
2650 Lincoln Way,"{'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'GoodForKids': 'True'}",F6Ujpp1Kh7L_3uUfoUsTlw,"Restaurants, Food, Italian, Pizza, Ice Cream & Frozen Yogurt",McKeesport,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '13:0-21:0'}",1,40.3239088,-79.789714,Buster's Pizza & Cream of White Oak,15131,5,4.0,PA
2856 University Ave,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}",1qZ6yhqpbu-9rS05gMLKsQ,"Ice Cream & Frozen Yogurt, Food",Madison,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,43.0753316,-89.4380342,Dairy Queen,53705,5,4.0,WI
"100 E Camelback Rd, Ste 150","{'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}",jY2RWYyP42EhEtmhfQrnPQ,"Ice Cream & Frozen Yogurt, Food, Desserts",Phoenix,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",1,33.510597,-112.072199,Creamistry,85012,306,3.5,AZ
8426 Old Sauk Rd,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'DogsAllowed': 'False'}",OBMsE34bScDhsfndEZCb7Q,"Ice Cream & Frozen Yogurt, Do-It-Yourself Food, Desserts, Food",Middleton,"{'Monday': '12:0-20:30', 'Tuesday': '12:0-20:30', 'Wednesday': '0:0-19:0', 'Thursday': '12:0-20:30', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}",1,43.074907399999994,-89.52928979999999,Orange Leaf Frozen Yogurt,53562,36,3.0,WI
5384 Mifflin Rd,"{'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""'none'"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'WiFi': ""'no'""}",6Uv15dNmIxtPMB_1O2O1vA,"Food, Ice Cream & Frozen Yogurt, Restaurants, Sandwiches",Pittsburgh,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,40.368787700000006,-79.9105045,The Scoop,15207,30,4.0,PA
4640 Rue Wellington,"{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'BikeParking': 'True'}",PuSxjFeBMoHFCQqqdtYw0A,"Food, Ice Cream & Frozen Yogurt",Verdun,"{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}",1,45.458029100000005,-73.56723570000001,Crèmes Boboule,H4G 1W9,10,3.0,QC
4826 Ridge Rd,"{'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}",ZgCGgauP3q8ERmxB8MJ6Hg,"Cupcakes, Ice Cream & Frozen Yogurt, Custom Cakes, Food",Brooklyn,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:30'}",1,41.423339399999996,-81.7352233,Cold Stone Creamery,44144,14,3.0,OH
7146 N 58th Ave,"{'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'NoiseLevel': ""'quiet'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}",5I-iocF31dJs2V4mEDMHoA,"Food, Ice Cream & Frozen Yogurt, Restaurants, Coffee & Tea, Comfort Food, Desserts, Acai Bowls",Glendale,"{'Monday': '10:0-14:0', 'Tuesday': '10:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-14:0', 'Sunday': '12:0-18:0'}",1,33.541493100000004,-112.1839824,Papa Ed's Ice Cream,85301,58,4.5,AZ
142 W Main St,"{'BikeParking': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True'}",rjN0pSDqagyc7h8ihT0dVw,"Bakeries, Food, Desserts, Ice Cream & Frozen Yogurt",Mesa,"{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",1,33.4153654659,-111.83573495270001,Slickables,85201,66,4.5,AZ
1660 W Warm Springs Rd,"{'Caters': 'False', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'DriveThru': 'True', 'NoiseLevel': ""'quiet'"", 'RestaurantsTableService': 'False'}",i0rVOregYLFcp7C1RKoE3g,"Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants",Henderson,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '10:30-22:0'}",1,36.056543299999994,-115.0563993,Dairy Queen,89014,67,2.5,NV
4748 Ridge Rd,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'WiFi': ""u'no'""}",k6b_CaDrRyojK91f15EhUg,"Food, Ice Cream & Frozen Yogurt",Brooklyn,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",1,41.4253594,-81.7350035,Menchies,44144,16,4.0,OH
261055 Crossiron Boulevard,,N1Tx3qauMFXBAT3U7bENoQ,"Food, Ice Cream & Frozen Yogurt",Rocky View County,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}",1,51.201281054,-113.99216980850001,Marble Slab Creamery,T4A 0G3,7,1.5,AB
"15608 N Pima Rd, Ste B-1 and B-2","{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}",H8_idlak9luknEUU81jxHQ,"Ice Cream & Frozen Yogurt, Food",Scottsdale,,0,33.6286457243,-111.8915784359,Cherry On Top,85260,12,3.5,AZ
5602 Schroeder Rd,"{'WiFi': ""u'no'"", 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}",TaRdrB68Ej3RtQuSaw24PA,"Food, Ice Cream & Frozen Yogurt",Madison,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}",1,43.04673029999999,-89.4758187,Michael's Frozen Custard,53711,36,3.0,WI
170 Main Street,"{'RestaurantsTakeOut': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False'}",68m1zLbNCERY2b4eQegQUg,"Bakeries, Ice Cream & Frozen Yogurt, Food, Specialty Food, Chocolatiers & Shops, Desserts",Unionville,"{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}",1,43.867699074499996,-79.31232643130001,Old Firehall Confectionery,L3R 2G9,152,4.0,ON
525 N Estrella Pky,"{'GoodForKids': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True'}",hKG8kXEbip4JNbSjlm3UPg,"Restaurants, Food, Pizza, Ice Cream & Frozen Yogurt",Goodyear,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}",0,33.4522698,-112.3917376,Blue Parrot Pizza And Ice Cream,85338,5,4.0,AZ
"14130 W Indian School Rd, Ste A5","{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True'}",RououaUuC334cSLx6RnNSw,"Ice Cream & Frozen Yogurt, Food",Goodyear,{'Sunday': '12:0-12:0'},0,33.486557,-112.3631091,Hanna's Original Italian Ice,85395,37,4.5,AZ
"5651 S Grand Canyon Dr, Ste 140","{'BikeParking': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}",dSARO9oaVVVIUd-VtWNTxQ,"Desserts, Shaved Ice, Food, Ice Cream & Frozen Yogurt",Las Vegas,"{'Monday': '14:0-21:0', 'Tuesday': '14:0-21:0', 'Wednesday': '14:0-21:0', 'Thursday': '14:0-21:0', 'Friday': '14:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",1,36.0861993,-115.30760349999998,Udderly Rolled,89148,23,4.5,NV
